Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1882911,"H3N2 DEE2 Subject 15, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882911/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882912,"H3N2 DEE2 Subject 15, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882912/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882913,"H3N2 DEE2 Subject 15, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882913/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882914,"H3N2 DEE2 Subject 15, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882914/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882915,"H3N2 DEE2 Subject 15, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882915/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882916,"H3N2 DEE2 Subject 15, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882916/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882917,"H3N2 DEE2 Subject 15, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882917/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882918,"H3N2 DEE2 Subject 15, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882918/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882919,"H3N2 DEE2 Subject 15, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882919/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882920,"H3N2 DEE2 Subject 16, Hour -23","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882920/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882921,"H3N2 DEE2 Subject 16, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882921/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882922,"H3N2 DEE2 Subject 16, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882922/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882923,"H3N2 DEE2 Subject 16, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882923/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882924,"H3N2 DEE2 Subject 16, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882924/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882925,"H3N2 DEE2 Subject 16, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882925/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882926,"H3N2 DEE2 Subject 16, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882926/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882927,"H3N2 DEE2 Subject 16, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882927/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882928,"H3N2 DEE2 Subject 16, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882928/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882929,"H3N2 DEE2 Subject 16, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882929/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882930,"H3N2 DEE2 Subject 16, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882930/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882931,"H3N2 DEE2 Subject 16, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882931/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882932,"H3N2 DEE2 Subject 16, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882932/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882933,"H3N2 DEE2 Subject 16, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882933/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882934,"H3N2 DEE2 Subject 16, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882934/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882935,"H3N2 DEE2 Subject 16, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882935/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882936,"H3N2 DEE2 Subject 16, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882936/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882937,"H3N2 DEE2 Subject 16, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882937/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882938,"H3N2 DEE2 Subject 16, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882938/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882939,"H3N2 DEE2 Subject 16, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882939/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882940,"H3N2 DEE2 Subject 16, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882940/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882941,"H3N2 DEE2 Subject 17, Hour -23","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882941/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882942,"H3N2 DEE2 Subject 17, Hour 0","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882942/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882943,"H3N2 DEE2 Subject 17, Hour 5","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882943/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882944,"H3N2 DEE2 Subject 17, Hour 12","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882944/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882945,"H3N2 DEE2 Subject 17, Hour 22","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882945/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882946,"H3N2 DEE2 Subject 17, Hour 29","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882946/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882947,"H3N2 DEE2 Subject 17, Hour 36","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882947/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882948,"H3N2 DEE2 Subject 17, Hour 46","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882948/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882949,"H3N2 DEE2 Subject 17, Hour 53","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882949/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882950,"H3N2 DEE2 Subject 17, Hour 60","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882950/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882951,"H3N2 DEE2 Subject 17, Hour 70","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882951/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882952,"H3N2 DEE2 Subject 17, Hour 77","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882952/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882953,"H3N2 DEE2 Subject 17, Hour 84","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882953/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882954,"H3N2 DEE2 Subject 17, Hour 94","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882954/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882955,"H3N2 DEE2 Subject 17, Hour 101","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882955/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882956,"H3N2 DEE2 Subject 17, Hour 108","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882956/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882957,"H3N2 DEE2 Subject 17, Hour 118","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882957/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882958,"H3N2 DEE2 Subject 17, Hour 125","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882958/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882959,"H3N2 DEE2 Subject 17, Hour 132","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882959/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882960,"H3N2 DEE2 Subject 17, Hour 142","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882960/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882961,"H3N2 DEE2 Subject 17, Hour 166","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882961/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882962,"H3N2 DEE5 Subject 1, Hour -30","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882962/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882963,"H3N2 DEE5 Subject 1, Hour 2","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882963/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882964,"H3N2 DEE5 Subject 1, Hour 10","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882964/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882965,"H3N2 DEE5 Subject 1, Hour 18","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882965/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882966,"H3N2 DEE5 Subject 1, Hour 26","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882966/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882967,"H3N2 DEE5 Subject 1, Hour 34","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882967/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882968,"H3N2 DEE5 Subject 1, Hour 42","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882968/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882969,"H3N2 DEE5 Subject 1, Hour 50","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882969/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882970,"H3N2 DEE5 Subject 1, Hour 58","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882970/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882971,"H3N2 DEE5 Subject 1, Hour 66","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882971/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882972,"H3N2 DEE5 Subject 1, Hour 74","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882972/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882973,"H3N2 DEE5 Subject 1, Hour 82","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882973/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882974,"H3N2 DEE5 Subject 1, Hour 90","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882974/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882975,"H3N2 DEE5 Subject 1, Hour 98","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882975/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882976,"H3N2 DEE5 Subject 1, Hour 106","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882976/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882977,"H3N2 DEE5 Subject 1, Hour 114","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882977/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882978,"H3N2 DEE5 Subject 1, Hour 122","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882978/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882979,"H3N2 DEE5 Subject 1, Hour 130","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882979/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882980,"H3N2 DEE5 Subject 1, Hour 138","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882980/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882981,"H3N2 DEE5 Subject 1, Hour 146","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882981/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882982,"H3N2 DEE5 Subject 1, Hour 162","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882982/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882983,"H3N2 DEE5 Subject 1, Hour 170","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882983/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882984,"H3N2 DEE5 Subject 1, Hour 680","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882984/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882985,"H3N2 DEE5 Subject 2, Hour -30","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882985/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882986,"H3N2 DEE5 Subject 2, Hour 2","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882986/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882987,"H3N2 DEE5 Subject 2, Hour 10","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882987/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882988,"H3N2 DEE5 Subject 2, Hour 18","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882988/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882989,"H3N2 DEE5 Subject 2, Hour 26","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882989/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882990,"H3N2 DEE5 Subject 2, Hour 34","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882990/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882991,"H3N2 DEE5 Subject 2, Hour 42","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882991/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882992,"H3N2 DEE5 Subject 2, Hour 50","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882992/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882993,"H3N2 DEE5 Subject 2, Hour 58","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882993/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882994,"H3N2 DEE5 Subject 2, Hour 66","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882994/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882995,"H3N2 DEE5 Subject 2, Hour 74","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882995/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882996,"H3N2 DEE5 Subject 2, Hour 82","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882996/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882997,"H3N2 DEE5 Subject 2, Hour 90","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882997/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882998,"H3N2 DEE5 Subject 2, Hour 98","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882998/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1882999,"H3N2 DEE5 Subject 2, Hour 106","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1882nnn/GSM1882999/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883000,"H3N2 DEE5 Subject 2, Hour 114","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883000/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883001,"H3N2 DEE5 Subject 2, Hour 122","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883001/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883002,"H3N2 DEE5 Subject 2, Hour 130","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883002/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883003,"H3N2 DEE5 Subject 2, Hour 138","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883003/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883004,"H3N2 DEE5 Subject 2, Hour 146","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883004/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883005,"H3N2 DEE5 Subject 2, Hour 162","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883005/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883006,"H3N2 DEE5 Subject 2, Hour 170","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883006/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883007,"H3N2 DEE5 Subject 2, Hour 680","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883007/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883008,"H3N2 DEE5 Subject 3, Hour -30","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883008/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883009,"H3N2 DEE5 Subject 3, Hour 2","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883009/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883010,"H3N2 DEE5 Subject 3, Hour 10","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883010/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883011,"H3N2 DEE5 Subject 3, Hour 18","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883011/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883012,"H3N2 DEE5 Subject 3, Hour 26","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883012/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883013,"H3N2 DEE5 Subject 3, Hour 34","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883013/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883014,"H3N2 DEE5 Subject 3, Hour 42","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883014/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883015,"H3N2 DEE5 Subject 3, Hour 50","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883015/suppl",,"Alfred Hero","Jun 22, 2016"
GSM1883016,"H3N2 DEE5 Subject 3, Hour 58","RNA","Homo sapiens",1,GPL14604,GSE73072,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1883nnn/GSM1883016/suppl",,"Alfred Hero","Jun 22, 2016"
